,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2006-07-16_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/16/06 00:00,7/16/06 23:00
wrfout_d02_2006-07-17_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/17/06 00:00,7/17/06 23:00
wrfout_d02_2006-07-18_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/18/06 00:00,7/18/06 23:00
wrfout_d02_2006-07-19_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/19/06 00:00,7/19/06 23:00
wrfout_d02_2006-07-20_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/20/06 00:00,7/20/06 23:00
wrfout_d02_2006-07-21_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/21/06 00:00,7/21/06 23:00
wrfout_d02_2006-07-22_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/22/06 00:00,7/22/06 23:00
wrfout_d02_2006-07-23_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/23/06 00:00,7/23/06 23:00
wrfout_d02_2006-07-24_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/24/06 00:00,7/24/06 23:00
wrfout_d02_2006-07-25_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/25/06 00:00,7/25/06 23:00
wrfout_d02_2006-07-26_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/26/06 00:00,7/26/06 23:00
wrfout_d02_2006-07-27_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/27/06 00:00,7/27/06 23:00
wrfout_d02_2006-07-28_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/28/06 00:00,7/28/06 23:00
wrfout_d02_2006-07-29_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/29/06 00:00,7/29/06 23:00
wrfout_d02_2006-07-30_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/30/06 00:00,7/30/06 23:00
wrfout_d02_2006-07-31_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,7/31/06 00:00,7/31/06 23:00
wrfout_d02_2006-08-01_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/1/06 00:00,8/1/06 23:00
wrfout_d02_2006-08-02_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/2/06 00:00,8/2/06 23:00
wrfout_d02_2006-08-03_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/3/06 00:00,8/3/06 23:00
wrfout_d02_2006-08-04_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/4/06 00:00,8/4/06 23:00
wrfout_d02_2006-08-05_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/5/06 00:00,8/5/06 23:00
wrfout_d02_2006-08-06_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/6/06 00:00,8/6/06 23:00
wrfout_d02_2006-08-07_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/7/06 00:00,8/7/06 23:00
wrfout_d02_2006-08-08_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/8/06 00:00,8/8/06 23:00
wrfout_d02_2006-08-09_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/9/06 00:00,8/9/06 23:00
wrfout_d02_2006-08-10_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/10/06 00:00,8/10/06 23:00
wrfout_d02_2006-08-11_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/11/06 00:00,8/11/06 23:00
wrfout_d02_2006-08-12_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/12/06 00:00,8/12/06 23:00
wrfout_d02_2006-08-13_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/13/06 00:00,8/13/06 23:00
wrfout_d02_2006-08-14_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/14/06 00:00,8/14/06 23:00
wrfout_d02_2006-08-15_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/15/06 00:00,8/15/06 23:00
wrfout_d02_2006-08-16_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/16/06 00:00,8/16/06 23:00
wrfout_d02_2006-08-17_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/17/06 00:00,8/17/06 23:00
wrfout_d02_2006-08-18_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/18/06 00:00,8/18/06 23:00
wrfout_d02_2006-08-19_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/19/06 00:00,8/19/06 23:00
wrfout_d02_2006-08-20_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/20/06 00:00,8/20/06 23:00
wrfout_d02_2006-08-21_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/21/06 00:00,8/21/06 23:00
wrfout_d02_2006-08-22_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/22/06 00:00,8/22/06 23:00
wrfout_d02_2006-08-23_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/23/06 00:00,8/23/06 23:00
wrfout_d02_2006-08-24_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/24/06 00:00,8/24/06 23:00
wrfout_d02_2006-08-25_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/25/06 00:00,8/25/06 23:00
wrfout_d02_2006-08-26_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/26/06 00:00,8/26/06 23:00
wrfout_d02_2006-08-27_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/27/06 00:00,8/27/06 23:00
wrfout_d02_2006-08-28_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/28/06 00:00,8/28/06 23:00
wrfout_d02_2006-08-29_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/29/06 00:00,8/29/06 23:00
wrfout_d02_2006-08-30_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/30/06 00:00,8/30/06 23:00
wrfout_d02_2006-08-31_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,8/31/06 00:00,8/31/06 23:00
wrfout_d02_2006-09-01_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/1/06 00:00,9/1/06 23:00
wrfout_d02_2006-09-02_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/2/06 00:00,9/2/06 23:00
wrfout_d02_2006-09-03_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/3/06 00:00,9/3/06 23:00
wrfout_d02_2006-09-04_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/4/06 00:00,9/4/06 23:00
wrfout_d02_2006-09-05_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/5/06 00:00,9/5/06 23:00
wrfout_d02_2006-09-06_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/6/06 00:00,9/6/06 23:00
wrfout_d02_2006-09-07_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/7/06 00:00,9/7/06 23:00
wrfout_d02_2006-09-08_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/8/06 00:00,9/8/06 23:00
wrfout_d02_2006-09-09_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/9/06 00:00,9/9/06 23:00
wrfout_d02_2006-09-10_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/10/06 00:00,9/10/06 23:00
wrfout_d02_2006-09-11_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/11/06 00:00,9/11/06 23:00
wrfout_d02_2006-09-12_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/12/06 00:00,9/12/06 23:00
wrfout_d02_2006-09-13_00:00:00,7/4/06 00:00,7/4/06 00:00,7/4/06 00:00,9/13/06 00:00,9/13/06 23:00
wrfout_d02_2006-09-14_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/14/06 00:00,9/14/06 23:00
wrfout_d02_2006-09-15_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/15/06 00:00,9/15/06 23:00
wrfout_d02_2006-09-16_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/16/06 00:00,9/16/06 23:00
wrfout_d02_2006-09-17_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/17/06 00:00,9/17/06 23:00
wrfout_d02_2006-09-18_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/18/06 00:00,9/18/06 23:00
wrfout_d02_2006-09-19_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/19/06 00:00,9/19/06 23:00
wrfout_d02_2006-09-20_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/20/06 00:00,9/20/06 23:00
wrfout_d02_2006-09-21_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/21/06 00:00,9/21/06 23:00
wrfout_d02_2006-09-22_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/22/06 00:00,9/22/06 23:00
wrfout_d02_2006-09-23_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/23/06 00:00,9/23/06 23:00
wrfout_d02_2006-09-24_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/24/06 00:00,9/24/06 23:00
wrfout_d02_2006-09-25_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/25/06 00:00,9/25/06 23:00
wrfout_d02_2006-09-26_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/26/06 00:00,9/26/06 23:00
wrfout_d02_2006-09-27_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/27/06 00:00,9/27/06 23:00
wrfout_d02_2006-09-28_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/28/06 00:00,9/28/06 23:00
wrfout_d02_2006-09-29_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/29/06 00:00,9/29/06 23:00
wrfout_d02_2006-09-30_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,9/30/06 00:00,9/30/06 23:00
wrfout_d02_2006-10-01_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/1/06 00:00,10/1/06 23:00
wrfout_d02_2006-10-02_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/2/06 00:00,10/2/06 23:00
wrfout_d02_2006-10-03_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/3/06 00:00,10/3/06 23:00
wrfout_d02_2006-10-04_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/4/06 00:00,10/4/06 23:00
wrfout_d02_2006-10-05_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/5/06 00:00,10/5/06 23:00
wrfout_d02_2006-10-06_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/6/06 00:00,10/6/06 23:00
wrfout_d02_2006-10-07_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/7/06 00:00,10/7/06 23:00
wrfout_d02_2006-10-08_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/8/06 00:00,10/8/06 23:00
wrfout_d02_2006-10-09_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/9/06 00:00,10/9/06 23:00
wrfout_d02_2006-10-10_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/10/06 00:00,10/10/06 23:00
wrfout_d02_2006-10-11_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/11/06 00:00,10/11/06 23:00
wrfout_d02_2006-10-12_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/12/06 00:00,10/12/06 23:00
wrfout_d02_2006-10-13_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/13/06 00:00,10/13/06 23:00
wrfout_d02_2006-10-14_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/14/06 00:00,10/14/06 23:00
wrfout_d02_2006-10-15_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/15/06 00:00,10/15/06 23:00
wrfout_d02_2006-10-16_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/16/06 00:00,10/16/06 23:00
wrfout_d02_2006-10-17_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/17/06 00:00,10/17/06 23:00
wrfout_d02_2006-10-18_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/18/06 00:00,10/18/06 23:00
wrfout_d02_2006-10-19_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/19/06 00:00,10/19/06 23:00
wrfout_d02_2006-10-20_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/20/06 00:00,10/20/06 23:00
wrfout_d02_2006-10-21_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/21/06 00:00,10/21/06 23:00
wrfout_d02_2006-10-22_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/22/06 00:00,10/22/06 23:00
wrfout_d02_2006-10-23_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/23/06 00:00,10/23/06 23:00
wrfout_d02_2006-10-24_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/24/06 00:00,10/24/06 23:00
wrfout_d02_2006-10-25_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/25/06 00:00,10/25/06 23:00
wrfout_d02_2006-10-26_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/26/06 00:00,10/26/06 23:00
wrfout_d02_2006-10-27_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/27/06 00:00,10/27/06 23:00
wrfout_d02_2006-10-28_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/28/06 00:00,10/28/06 23:00
wrfout_d02_2006-10-29_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/29/06 00:00,10/29/06 23:00
wrfout_d02_2006-10-30_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/30/06 00:00,10/30/06 23:00
wrfout_d02_2006-10-31_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,10/31/06 00:00,10/31/06 23:00
wrfout_d02_2006-11-01_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/1/06 00:00,11/1/06 23:00
wrfout_d02_2006-11-02_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/2/06 00:00,11/2/06 23:00
wrfout_d02_2006-11-03_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/3/06 00:00,11/3/06 23:00
wrfout_d02_2006-11-04_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/4/06 00:00,11/4/06 23:00
wrfout_d02_2006-11-05_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/5/06 00:00,11/5/06 23:00
wrfout_d02_2006-11-06_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/6/06 00:00,11/6/06 23:00
wrfout_d02_2006-11-07_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/7/06 00:00,11/7/06 23:00
wrfout_d02_2006-11-08_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/8/06 00:00,11/8/06 23:00
wrfout_d02_2006-11-09_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/9/06 00:00,11/9/06 23:00
wrfout_d02_2006-11-10_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/10/06 00:00,11/10/06 23:00
wrfout_d02_2006-11-11_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/11/06 00:00,11/11/06 23:00
wrfout_d02_2006-11-12_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/12/06 00:00,11/12/06 23:00
wrfout_d02_2006-11-13_00:00:00,9/4/06 00:00,9/4/06 00:00,9/4/06 00:00,11/13/06 00:00,11/13/06 23:00
wrfout_d02_2006-11-14_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/14/06 00:00,11/14/06 23:00
wrfout_d02_2006-11-15_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/15/06 00:00,11/15/06 23:00
wrfout_d02_2006-11-16_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/16/06 00:00,11/16/06 23:00
wrfout_d02_2006-11-17_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/17/06 00:00,11/17/06 23:00
wrfout_d02_2006-11-18_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/18/06 00:00,11/18/06 23:00
wrfout_d02_2006-11-19_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/19/06 00:00,11/19/06 23:00
wrfout_d02_2006-11-20_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/20/06 00:00,11/20/06 23:00
wrfout_d02_2006-11-21_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/21/06 00:00,11/21/06 23:00
wrfout_d02_2006-11-22_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/22/06 00:00,11/22/06 23:00
wrfout_d02_2006-11-23_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/23/06 00:00,11/23/06 23:00
wrfout_d02_2006-11-24_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/24/06 00:00,11/24/06 23:00
wrfout_d02_2006-11-25_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/25/06 00:00,11/25/06 23:00
wrfout_d02_2006-11-26_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/26/06 00:00,11/26/06 23:00
wrfout_d02_2006-11-27_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/27/06 00:00,11/27/06 23:00
wrfout_d02_2006-11-28_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/28/06 00:00,11/28/06 23:00
wrfout_d02_2006-11-29_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/29/06 00:00,11/29/06 23:00
wrfout_d02_2006-11-30_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,11/30/06 00:00,11/30/06 23:00
wrfout_d02_2006-12-01_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/1/06 00:00,12/1/06 23:00
wrfout_d02_2006-12-02_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/2/06 00:00,12/2/06 23:00
wrfout_d02_2006-12-03_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/3/06 00:00,12/3/06 23:00
wrfout_d02_2006-12-04_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/4/06 00:00,12/4/06 23:00
wrfout_d02_2006-12-05_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/5/06 00:00,12/5/06 23:00
wrfout_d02_2006-12-06_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/6/06 00:00,12/6/06 23:00
wrfout_d02_2006-12-07_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/7/06 00:00,12/7/06 23:00
wrfout_d02_2006-12-08_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/8/06 00:00,12/8/06 23:00
wrfout_d02_2006-12-09_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/9/06 00:00,12/9/06 23:00
wrfout_d02_2006-12-10_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/10/06 00:00,12/10/06 23:00
wrfout_d02_2006-12-11_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/11/06 00:00,12/11/06 23:00
wrfout_d02_2006-12-12_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/12/06 00:00,12/12/06 23:00
wrfout_d02_2006-12-13_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/13/06 00:00,12/13/06 23:00
wrfout_d02_2006-12-14_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/14/06 00:00,12/14/06 23:00
wrfout_d02_2006-12-15_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/15/06 00:00,12/15/06 23:00
wrfout_d02_2006-12-16_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/16/06 00:00,12/16/06 23:00
wrfout_d02_2006-12-17_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/17/06 00:00,12/17/06 23:00
wrfout_d02_2006-12-18_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/18/06 00:00,12/18/06 23:00
wrfout_d02_2006-12-19_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/19/06 00:00,12/19/06 23:00
wrfout_d02_2006-12-20_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/20/06 00:00,12/20/06 23:00
wrfout_d02_2006-12-21_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/21/06 00:00,12/21/06 23:00
wrfout_d02_2006-12-22_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/22/06 00:00,12/22/06 23:00
wrfout_d02_2006-12-23_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/23/06 00:00,12/23/06 23:00
wrfout_d02_2006-12-24_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/24/06 00:00,12/24/06 23:00
wrfout_d02_2006-12-25_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/25/06 00:00,12/25/06 23:00
wrfout_d02_2006-12-26_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/26/06 00:00,12/26/06 23:00
wrfout_d02_2006-12-27_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/27/06 00:00,12/27/06 23:00
wrfout_d02_2006-12-28_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/28/06 00:00,12/28/06 23:00
wrfout_d02_2006-12-29_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/29/06 00:00,12/29/06 23:00
wrfout_d02_2006-12-30_00:00:00,11/4/06 00:00,11/4/06 00:00,11/4/06 00:00,12/30/06 00:00,12/30/06 23:00
wrfout_d02_2006-12-31_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,12/31/06 00:00,12/31/06 23:00
wrfout_d02_2007-01-01_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/1/07 00:00,1/1/07 23:00
wrfout_d02_2007-01-02_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/2/07 00:00,1/2/07 23:00
wrfout_d02_2007-01-03_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/3/07 00:00,1/3/07 23:00
wrfout_d02_2007-01-04_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/4/07 00:00,1/4/07 23:00
wrfout_d02_2007-01-05_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/5/07 00:00,1/5/07 23:00
wrfout_d02_2007-01-06_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/6/07 00:00,1/6/07 23:00
wrfout_d02_2007-01-07_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/7/07 00:00,1/7/07 23:00
wrfout_d02_2007-01-08_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/8/07 00:00,1/8/07 23:00
wrfout_d02_2007-01-09_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/9/07 00:00,1/9/07 23:00
wrfout_d02_2007-01-10_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/10/07 00:00,1/10/07 23:00
wrfout_d02_2007-01-11_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/11/07 00:00,1/11/07 23:00
wrfout_d02_2007-01-12_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/12/07 00:00,1/12/07 23:00
wrfout_d02_2007-01-13_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/13/07 00:00,1/13/07 23:00
wrfout_d02_2007-01-14_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/14/07 00:00,1/14/07 23:00
wrfout_d02_2007-01-15_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/15/07 00:00,1/15/07 23:00
wrfout_d02_2007-01-16_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/16/07 00:00,1/16/07 23:00
wrfout_d02_2007-01-17_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/17/07 00:00,1/17/07 23:00
wrfout_d02_2007-01-18_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/18/07 00:00,1/18/07 23:00
wrfout_d02_2007-01-19_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/19/07 00:00,1/19/07 23:00
wrfout_d02_2007-01-20_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/20/07 00:00,1/20/07 23:00
wrfout_d02_2007-01-21_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/21/07 00:00,1/21/07 23:00
wrfout_d02_2007-01-22_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/22/07 00:00,1/22/07 23:00
wrfout_d02_2007-01-23_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/23/07 00:00,1/23/07 23:00
wrfout_d02_2007-01-24_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/24/07 00:00,1/24/07 23:00
wrfout_d02_2007-01-25_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/25/07 00:00,1/25/07 23:00
wrfout_d02_2007-01-26_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/26/07 00:00,1/26/07 23:00
wrfout_d02_2007-01-27_00:00:00,12/20/06 00:00,12/20/06 00:00,12/20/06 00:00,1/27/07 00:00,1/27/07 23:00
